food_code,food_name,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g
BFP259,Bathua bhujia,bfp_manual,380.42,90.90,3.63,2.26,7.29,1.08
BFP261,Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),bfp_manual,592.14,142.48,6.09,8.21,9.36,1.26
BFP262,Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),bfp_manual,518.75,124.63,7.03,5.76,8.17,3.81
BFP263,Dry arbi (Sookhi arbi),bfp_manual,558.91,134.95,11.11,2.12,8.97,1.55
BFP264,Masala arbi,bfp_manual,768.05,185.38,16.16,3.01,11.90,0.81
BFP266,Peas brinjal bhartha (Matar baingan bhartha),bfp_manual,350.00,84.55,5.02,2.05,6.05,1.57
BFP269,Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),bfp_manual,457.73,110.81,4.50,1.83,9.27,1.42
BFP270,Crispy okra/Crispy lady's fingers (Karare bhindi),bfp_manual,2707.49,657.76,4.35,1.91,70.40,0.26
BFP272,Beans foogath,bfp_manual,435.99,105.06,3.26,2.03,9.22,1.70
BFP273,Stuffed bittergourd (wet) (Bharwa karele),bfp_manual,669.50,162.36,4.68,1.36,15.24,1.95
BFP274,Jackfruit/Kathal (dry),bfp_manual,2012.05,488.97,4.56,0.93,51.78,3.55
BFP275,Yam fried (Zimikand/Suran fried),bfp_manual,2023.72,491.76,5.47,0.79,51.79,0.80
BFP276,"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",bfp_manual,396.86,95.67,8.23,2.75,5.54,1.47
BFP277,Vegetable jalfrezi,bfp_manual,283.89,68.48,5.43,1.40,4.38,1.79
BFP278,Vegetables stir fry ,bfp_manual,128.24,30.78,3.19,1.04,1.47,0.86
BFP279,Broccoli delight,bfp_manual,172.18,40.70,2.34,2.49,2.48,1.08
BFP280,Dhansak (vegetarian),bfp_manual,344.57,82.80,7.28,3.32,4.18,0.91
BFP282,Cauliflower basket,bfp_manual,378.52,90.95,3.97,5.21,5.88,1.47
BFP284,Stuffed bottle gourd (Stuffed ghiya/lauki),bfp_manual,388.48,93.19,4.36,5.84,5.80,1.52
BFP286,Ducheese potato,bfp_manual,583.32,140.54,10.94,3.60,9.01,0.29
BFP287,Roast potatoes ,bfp_manual,363.95,87.32,14.52,1.53,2.35,0.33
BFP288,Stuffed baked potatoes ,bfp_manual,417.77,100.20,11.03,3.82,4.39,0.40
BFP289,Potato nests,bfp_manual,465.24,111.62,11.05,5.71,4.77,1.41
BFP290,Parsley potato,bfp_manual,496.08,119.51,13.81,1.49,6.28,0.34
BFP291,Creamed spinach and mushroom,bfp_manual,1727.58,419.62,3.17,2.28,44.14,1.17
BFP292,Fricassee of Mushroom,bfp_manual,444.43,106.66,8.13,3.65,6.63,2.51
BFP293,Cauliflower au gratin,bfp_manual,607.02,145.90,9.13,4.45,10.20,3.01
BFP294,Vegetable and cheese pie,bfp_manual,527.01,126.88,8.76,4.03,8.28,2.69
BFP296,Spinach souffle ,bfp_manual,624.03,150.18,6.27,7.36,10.52,0.89
BFP299,Beetroot and egg salad (Chukandar aur ande ka salad),bfp_manual,352.91,84.92,3.40,3.36,6.45,1.97
BFP300,Sour cream potato salad,bfp_manual,505.89,121.90,9.05,2.89,8.13,0.84
BFP301,Tossed green salad,bfp_manual,207.56,49.88,3.82,1.33,3.24,1.90
BFP302,Spring basket salad,bfp_manual,668.29,160.46,11.61,3.36,11.30,1.46
BFP303,Cucumber and yogurt salad (Kheere aur dahi ka salad),bfp_manual,151.79,36.13,4.72,2.09,0.93,2.28
BFP305,Chicken and tomato towers,bfp_manual,418.09,100.55,2.36,6.90,6.99,1.21
BFP306,Jellied sunshine fruit salad,bfp_manual,206.04,48.86,4.21,5.85,0.85,2.86
BFP307,Tomato aspic,bfp_manual,212.86,50.37,5.02,6.87,0.26,3.21
BFP308,Frozen frosty fruit salad (Phalon ka salaad),bfp_manual,436.01,103.51,15.61,1.68,4.17,14.38
BFP310,French dressing,bfp_manual,3018.61,733.77,3.68,0.32,79.65,3.01
BFP312,Mayonnaise without eggs,bfp_manual,1356.58,329.05,3.98,2.13,33.84,3.68
BFP313,Curd dressing ,bfp_manual,332.04,78.80,8.03,5.59,2.90,7.57
BFP316,Carrot raita (Gajar ka raita),bfp_manual,272.64,64.78,7.19,4.14,2.19,5.99
BFP318,Pumpkin raita (Kaddu ka raita),bfp_manual,234.09,55.60,6.02,3.74,1.88,5.48
BFP320,Mint and peanut raita (Pudinay aur moongfali ka raita),bfp_manual,468.81,112.05,7.31,7.05,6.19,6.17
BFP321,Spinach raita (Palak ka raita),bfp_manual,221.94,52.75,5.06,3.95,1.86,3.97
BFP322,Bathua raita,bfp_manual,228.83,54.40,5.31,4.13,1.76,4.11
BFP325,Pineapple raita (Ananas ka raita),bfp_manual,284.98,67.74,8.62,3.90,2.02,8.12
BFP326,Banana raita (Kele ka raita),bfp_manual,374.07,89.03,13.51,4.13,2.07,10.11
BFP327,Mango raita (Aam ka raita),bfp_manual,283.41,67.37,8.23,3.90,2.14,7.87
BFP328,Guava raita (Amarood ka raita),bfp_manual,270.82,64.36,7.27,4.19,2.07,6.71
BFP329,Grapes raita (Angoor ka raita),bfp_manual,305.29,72.59,9.66,3.98,2.07,8.51
BFP334,Bottle gourd kheer (Ghiya/Lauki kheer),bfp_manual,353.53,84.07,10.00,2.70,3.86,9.63
BFP336,Pumpkin kheer (Kaddu ki kheer),bfp_manual,363.06,86.35,10.44,2.76,3.86,10.12
BFP338,Apple kheer (Seb ki kheer),bfp_manual,342.04,81.30,11.34,2.14,3.18,10.71
BFP345,Caramel custard (baked),bfp_manual,516.85,122.70,14.95,5.11,5.01,14.92
BFP346,Vanilla ice cream without egg,bfp_manual,949.69,228.67,14.21,2.69,18.15,13.45
BFP347,Vanilla ice cream with egg,bfp_manual,892.60,214.85,11.71,4.16,17.02,11.69
BFP348,Strawberry ice cream,bfp_manual,895.98,215.61,12.26,4.15,16.96,11.60
BFP350,Chocochip ice cream,bfp_manual,1004.91,241.45,16.75,4.23,17.93,16.08
BFP351,Choconut ice cream,bfp_manual,1144.40,273.96,23.13,5.04,18.49,21.02
BFP352,Pear chocholate sunday,bfp_manual,764.31,183.49,15.02,2.08,13.11,14.41
BFP353,Chocolate sauce,bfp_manual,1108.00,263.20,43.21,1.91,10.39,42.06
BFP354,Coffee ice cream,bfp_manual,633.02,150.62,14.09,3.15,9.43,13.35
BFP355,Coffee pear alaska,bfp_manual,851.25,203.99,19.36,2.88,13.22,16.88
BFP356,Crunchy butterscotch,bfp_manual,1153.63,277.32,19.92,3.11,20.99,17.73
BFP358,Peach melba ice cream,bfp_manual,834.73,200.85,16.31,2.06,14.51,13.35
BFP359,Vanilla ice cream with apples in hot cherry sauce,bfp_manual,818.69,196.32,22.75,1.73,11.45,14.19
BFP361,Grape and orange whip,bfp_manual,238.51,57.39,6.72,1.41,2.62,5.66
BFP362,Honey banana cream,bfp_manual,523.14,125.49,13.64,2.78,6.68,10.51
BFP363,Raspberry bavarian cream,bfp_manual,628.33,150.10,17.82,3.34,7.88,15.30
BFP364,Fruit delight,bfp_manual,446.81,107.09,9.11,2.09,7.09,9.03
BFP365,Creamy chocolate mousse,bfp_manual,957.52,230.52,9.53,6.85,18.16,8.99
BFP366,Cold lemon souffle,bfp_manual,711.96,169.87,15.62,5.89,9.78,13.88
BFP367,Cold orange souffle,bfp_manual,725.84,173.19,16.27,5.94,9.82,14.42
BFP368,Cold pineapple souffle,bfp_manual,759.70,181.22,16.85,6.23,10.39,14.99
BFP369,Cold vanilla souffle,bfp_manual,752.42,179.54,16.29,6.22,10.32,14.49
BFP370,Cold chocolate souffle,bfp_manual,785.84,187.53,17.22,6.37,10.86,15.31
BFP371,Stewed fruit (with pear),bfp_manual,314.90,74.32,18.22,0.25,0.32,17.67
BFP372,Apricot fool,bfp_manual,1004.77,240.79,33.64,1.54,11.35,21.29
BFP373,Pavlova,bfp_manual,838.74,200.60,21.84,1.84,12.29,20.37
BFP379,Apple crumb pudding,bfp_manual,926.97,220.85,35.17,1.54,8.87,27.69
BFP380,Steamed cake with chocolate sauce,bfp_manual,1258.71,301.91,29.06,4.49,19.01,19.72
BFP382,Hot lemon souffle,bfp_manual,650.28,155.25,16.31,5.29,7.93,12.07
BFP386,Gulab jamun with milk powder,bfp_manual,1953.29,471.15,28.24,0.85,40.15,27.04
BFP388,Chum chum,bfp_manual,551.69,130.05,28.27,1.52,1.92,27.84
BFP389,Dil bahar,bfp_manual,551.69,130.05,28.27,1.52,1.92,27.84
BFP390,Rasbhari,bfp_manual,551.69,130.05,28.27,1.52,1.92,27.84
BFP391,Rajbogh,bfp_manual,566.87,133.70,28.16,1.71,2.28,27.66
BFP392,Rasgulla,bfp_manual,503.26,118.64,25.79,1.38,1.75,25.40
BFP393,Rasmalai,bfp_manual,574.94,135.55,29.17,1.61,2.11,28.71
BFP396,Khoa coconut burfi,bfp_manual,1729.94,411.45,36.55,9.98,26.01,35.60
BFP397,Danedar burfi,bfp_manual,431.87,102.68,12.33,3.24,4.72,11.98
BFP401,Semolina burfi (Suji/Rava burfi),bfp_manual,1457.24,348.67,47.10,3.47,16.86,28.67
BFP403,Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),bfp_manual,781.62,186.18,17.02,1.75,12.66,16.11
BFP404,Khoa ladoo,bfp_manual,1664.44,396.02,34.43,12.21,24.09,33.37
BFP406,Wheat and gram flour ladoo (Atta besan ladoo),bfp_manual,2093.53,501.70,50.50,9.38,29.86,18.46
BFP407,Semolina ladoo with nuts (Suji/Rava ladoo with nuts),bfp_manual,1839.11,441.84,48.02,5.44,25.45,19.79
BFP412,Sesame chickpeas brittle (Til aur channe ki chikki),bfp_manual,1183.00,282.74,50.49,8.50,4.66,36.48
BFP413,Murmura chikki,bfp_manual,1062.00,253.82,59.59,2.12,0.32,48.27
BFP415,Masala onion pakora/pakoda (Pyaaz ke pakode),bfp_manual,2272.16,551.64,6.48,2.05,57.61,1.58
BFP416,Masala green chilli pakora/pakoda (Hari mirch kay pakode),bfp_manual,2753.79,668.76,5.55,2.22,71.01,0.27
BFP420,Chicken pakora/pakoda,bfp_manual,2431.97,590.09,4.55,6.03,60.98,0.22
BFP421,Fish pakora/pakoda,bfp_manual,2377.29,577.03,4.55,5.97,59.52,0.22
BFP424,Paneer cutlet,bfp_manual,2770.44,672.20,7.62,4.59,69.38,2.52
BFP425,Sago cutlet/vadas (Sabudana cutlet/vadas),bfp_manual,2302.72,558.76,11.23,0.56,56.97,0.10
BFP427,Poshtik cutlet,bfp_manual,2045.08,496.45,7.39,2.00,50.94,0.32
BFP428,Egg cutlet (Anda cutlet),bfp_manual,2367.91,575.02,5.77,2.45,60.25,0.20
BFP430,Minced meat cutlet,bfp_manual,2192.59,531.86,5.61,5.10,54.47,0.31
BFP431,Vegetable samosa,bfp_manual,1826.47,443.11,13.22,2.21,42.22,0.74
BFP436,Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),bfp_manual,3069.41,745.50,9.70,4.39,76.32,0.16
BFP437,Masala urad dal vada,bfp_manual,2898.74,703.78,9.93,4.32,71.62,0.70
BFP439,Khaman (dhokla),bfp_manual,228.09,54.73,5.36,1.92,2.80,1.36
BFP440,Instant dhokla,bfp_manual,869.35,207.11,24.11,7.66,9.37,6.86
BFP442,Tomato ginger chutney (Tamatar adarak ki chutney),bfp_manual,187.09,44.66,9.11,1.05,0.32,6.31
BFP443,Mint tomato chutney (Pudinay aur tamatar ki chutney),bfp_manual,182.85,43.65,8.22,1.53,0.36,5.48
BFP444,Coriander chutney (Hare dhaniye ki chutney),bfp_manual,179.55,42.86,8.16,1.38,0.37,5.50
BFP445,Gooseberry chutney (Amla chutney),bfp_manual,179.98,43.02,8.83,1.44,0.62,0.06
BFP446,Walnut chutney (Akhrot ki chutney),bfp_manual,1550.66,370.43,8.91,9.44,33.46,4.40
BFP447,Saunth/Sonth chutney with ginger,bfp_manual,354.01,84.22,20.62,0.28,0.11,19.04
BFP448,Gun powder chutney,bfp_manual,1306.86,312.34,47.65,21.55,2.67,1.16
BFP450,Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,bfp_manual,1447.20,346.36,36.72,12.88,15.88,10.41
BFP451,Curd mint dip ,bfp_manual,320.89,76.13,9.11,4.82,2.44,7.83
BFP452,Curd vegetable dip,bfp_manual,236.81,56.21,6.04,3.88,1.94,5.42
BFP453,Mayonnaise vegetable dip,bfp_manual,996.69,241.27,4.80,3.01,23.44,4.39
BFP455,Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),bfp_manual,633.31,150.68,20.51,4.03,6.31,1.79
BFP456,Tomato sandwich (grilled),bfp_manual,796.46,189.92,21.29,6.26,9.39,2.58
BFP457,French sandwich (toasted),bfp_manual,780.59,186.75,14.82,6.82,11.51,1.82
BFP458,Peanut butter cucumber sandwich,bfp_manual,1022.44,243.33,29.76,9.04,10.56,2.91
BFP459,Mint and peanut sandwich,bfp_manual,1149.34,273.59,31.83,7.18,13.88,2.78
BFP460,Spicy chutney sandwich,bfp_manual,1050.80,249.58,34.03,8.74,9.58,3.96
BFP461,Chicken walnut sandwich (Chicken aur akhrot ke sandwich),bfp_manual,1196.23,285.78,22.62,12.58,16.77,1.77
BFP463,Rolled sandwich,bfp_manual,1229.14,293.07,34.69,6.45,15.29,2.70
BFP466,Ribbon sandwich,bfp_manual,1001.35,239.26,24.76,6.26,13.37,4.66
BFP467,Checker board sandwich,bfp_manual,1451.90,348.37,25.94,7.37,24.65,2.90
BFP468,Submarine sandwich,bfp_manual,899.78,216.92,13.60,6.09,15.32,2.50
BFP470,Cheese open sandwich,bfp_manual,1149.18,274.07,28.42,9.84,14.24,3.24
BFP471,Sunset and sunrise open sandwich,bfp_manual,1008.85,241.31,18.89,8.58,15.14,1.95
BFP472,Danish luncheon sandwich,bfp_manual,812.59,193.82,17.77,9.03,10.10,1.13
BFP473,Chicken and corn open sandwich,bfp_manual,789.41,188.16,19.21,8.63,8.83,2.48
BFP476,Chocolate sponge cake,bfp_manual,1011.33,239.86,39.54,9.13,5.51,25.00
BFP478,Chocolate swiss roll,bfp_manual,1275.42,306.08,26.97,6.01,19.76,18.83
BFP479,Lemon curd filling,bfp_manual,945.72,225.62,26.41,3.43,12.58,26.13
BFP480,Jam filling,bfp_manual,772.43,184.62,46.15,0.00,0.00,41.54
BFP482,Chocolate pastry,bfp_manual,1022.02,243.37,32.24,7.05,10.12,22.34
BFP483,Assorted pastry,bfp_manual,968.81,230.74,31.99,6.78,8.91,19.70
BFP484,Orange gateau,bfp_manual,748.22,178.05,27.01,4.78,6.02,18.33
BFP485,Black forest gateau,bfp_manual,915.48,217.82,30.57,5.94,8.58,21.97
BFP489,Lemon cake,bfp_manual,1560.33,373.85,43.10,5.29,20.63,25.84
BFP491,Dundee cake,bfp_manual,1656.16,396.62,41.40,7.78,22.70,21.30
BFP492,Victorian sandwich cake,bfp_manual,1557.31,373.09,44.74,5.18,19.83,28.18
BFP495,Chocolate eggless cake,bfp_manual,1308.40,312.01,43.45,6.66,13.19,34.20
BFP496,Orange eggless cake,bfp_manual,1491.28,355.62,52.65,7.16,13.82,37.87
BFP498,Chocolate glace icing,bfp_manual,1832.75,436.29,62.43,3.22,20.80,59.88
BFP499,Butter icing,bfp_manual,2099.69,500.72,71.64,0.19,25.37,71.64
BFP500,Chocolate butter icing,bfp_manual,1967.95,469.59,61.72,3.21,24.77,59.82
BFP502,Almond biscuit (Badam ke biscuit),bfp_manual,1702.04,407.74,52.14,6.25,19.70,22.19
BFP505,Orange biscuit,bfp_manual,1488.94,354.78,62.11,3.63,11.01,42.63
BFP506,Gingerman biscuit,bfp_manual,1495.83,357.43,55.24,6.26,12.73,21.64
BFP507,Coffee drops,bfp_manual,1850.76,443.07,43.06,7.57,27.16,18.27
BFP508,Christmas biscuit,bfp_manual,1697.50,406.07,60.97,5.67,15.88,26.01
BFP509,Christmas wreath biscuit,bfp_manual,1613.81,386.05,58.07,5.43,15.01,24.89
BFP510,Christmas bell biscuit,bfp_manual,1692.40,404.85,60.79,5.66,15.84,25.94
BFP511,Christmas star biscuit,bfp_manual,1652.38,392.03,74.54,3.54,10.04,53.05
BFP512,Christmas tree biscuit,bfp_manual,1612.10,385.63,58.41,5.43,15.00,24.77
BFP513,Chocolate cream shells,bfp_manual,1786.52,427.17,59.26,5.10,19.34,34.72
BFP516,Jelly biscuit,bfp_manual,1695.15,404.61,55.24,4.23,19.33,29.76
BFP517,Cherry and walnut cookies,bfp_manual,1772.21,422.60,59.35,5.63,18.75,30.37
BFP518,Cheese straws,bfp_manual,1586.28,382.00,30.61,9.83,24.28,1.79
BFP519,Butterfly biscuit,bfp_manual,1418.18,341.45,25.33,9.98,22.11,2.44
BFP521,Flan pastry,bfp_manual,1851.27,445.80,47.84,6.72,25.04,6.22
BFP522,Fruit flan,bfp_manual,1087.80,261.35,34.71,3.30,12.48,9.52
BFP523,Orange cream flan,bfp_manual,1173.35,280.28,36.16,4.73,13.59,25.27
BFP527,Fruit puree tart,bfp_manual,1190.17,286.50,30.42,3.35,16.83,9.79
BFP529,Apple banana pie,bfp_manual,1017.17,243.99,32.12,3.13,11.39,12.96
BFP531,Lemon chiffon pie,bfp_manual,1079.99,259.31,27.63,4.88,14.52,11.39
BFP532,Orange chiffon pie,bfp_manual,864.81,207.57,23.14,3.89,11.16,10.46
BFP534,Cream buns,bfp_manual,895.95,215.74,14.16,4.45,15.81,5.95
BFP535,Savoury puffs,bfp_manual,793.43,190.79,10.80,9.51,15.24,4.51
BFP536,Choux swans,bfp_manual,898.83,216.34,14.92,4.35,15.60,6.13
BFP539,Potato aigrettes,bfp_manual,2182.95,530.03,8.01,2.35,54.24,0.73
BFP541,Cream horns,bfp_manual,1687.81,408.23,23.12,3.42,33.55,7.12
BFP542,Savoury cheese horns,bfp_manual,1224.10,295.15,21.38,5.66,20.71,2.74
BFP544,Paneer patties,bfp_manual,1403.85,338.58,22.79,7.60,23.96,4.04
BFP545,Vegetable patties ,bfp_manual,1084.76,261.92,20.98,4.01,17.74,1.49
BFP546,Pearl millet infant food (Bajra shishu aahaar),bfp_manual,1516.50,362.44,62.10,11.98,6.62,26.06
BFP547,Sajina,bfp_manual,1444.60,345.26,66.87,10.81,3.03,25.89
BFP548,Cereal mix ,bfp_manual,505.48,120.81,21.84,3.32,2.02,10.68
BFP549,Pulse mix,bfp_manual,348.50,83.29,16.00,3.16,0.54,6.59
BFP550,Shishu ahar,bfp_manual,391.70,93.37,17.42,2.61,1.43,6.61
BFP552,Cereal pulse mix with amylase rice flour,bfp_manual,637.02,151.57,27.80,4.27,2.74,8.84
BFP553,Banana groundnut paste/puree,bfp_manual,892.00,213.19,36.15,4.27,5.45,31.67
BFP554,Rice dal porridge (Chawal dal ki khichdi/khichri),bfp_manual,1603.90,383.33,65.04,10.80,8.33,26.54
BFP555,Lentils and semolina porridge (Dal suji porridge/daliya),bfp_manual,490.75,117.29,23.19,3.26,1.06,13.84
BFP556,Spinach khichri (Palak khichri/khichdi),bfp_manual,426.44,102.18,17.35,3.43,1.91,0.21
BFP557,Vegetable mix,bfp_manual,729.40,174.21,36.02,4.70,0.94,27.36
BFP558,Lentils and wheat porridge (Dal wheat porridge/daliya ),bfp_manual,219.82,52.54,8.36,2.71,0.94,0.92
BFP559,Maize porridge,bfp_manual,373.81,89.57,15.64,2.14,1.89,7.69
BFP560,Spinach peanut burfi (Palak aur mungfali ki burfi),bfp_manual,444.17,105.37,13.59,3.36,4.39,11.50
BFP561,Split bengal gram burfi/fudge (Channa dal burfi),bfp_manual,1215.63,287.36,54.63,4.65,7.09,43.38
BFP563,Chickpea flour cookies (Sweet besan rounds/cookies),bfp_manual,867.72,207.01,39.64,4.29,3.42,30.66
BFP564,Pearl millet mathri (Bajra mathri),bfp_manual,3231.65,785.08,7.42,1.82,83.12,0.16
BFP565,Sesame biscuit (Til ke biscuit),bfp_manual,1767.18,424.03,53.65,8.27,19.34,29.73
BFP566,Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),bfp_manual,2707.74,657.57,8.68,4.05,67.19,0.35
BFP568,Poshtik namak paras,bfp_manual,2534.41,613.39,19.52,6.49,56.58,0.87
BFP569,Soya chikki,bfp_manual,1764.45,423.70,62.89,7.18,15.51,45.47
BFP570,Besan bathua chilla/cheela,bfp_manual,1560.66,373.82,40.65,11.48,18.57,1.45
BFP571,Wheat flour and nuts ladoos (Atta nuts ladoos),bfp_manual,1633.28,391.90,44.31,9.46,19.19,15.94
BFP573,Gram flour and semolina dhokla (Besan suji dhokla),bfp_manual,834.64,198.91,25.92,8.52,7.10,2.58
BFP574,Atta dal burfi ,bfp_manual,1250.23,298.80,40.64,6.66,12.47,21.08
BFP575,Soya roti,bfp_manual,1183.77,283.96,40.03,9.18,9.23,1.58
BFP576,Poshtik khichdi/khichri,bfp_manual,390.17,93.37,15.64,3.04,1.88,0.26
BFP577,Namkeen daliya,bfp_manual,1230.10,295.11,49.32,8.29,7.99,0.82
BFP578,Sprouts upma ,bfp_manual,1318.50,316.25,44.96,9.50,10.44,1.67
BFP579,Semolina idli (Suji/Rava idli),bfp_manual,864.39,206.39,33.67,9.34,3.47,3.42
BFP580,Poshtik chilla/cheela,bfp_manual,665.91,159.53,27.47,4.85,3.04,1.22
BFP604,Stuffed bittergourd (dry) (Bharwa karela),bfp_manual,896.16,217.65,2.49,1.29,22.38,0.07
BFP605,Cauliflower potato canjee,bfp_manual,70.25,16.79,2.63,0.57,0.39,0.13
BFP606,Creamed spinach,bfp_manual,403.43,96.91,4.44,5.18,6.39,1.59
BFP607,Mango milkshake with ice cream (Aam milkshake ice cream ke saath),bfp_manual,287.54,68.35,9.18,1.93,2.80,9.11
BFP608,Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),bfp_manual,288.13,68.49,9.33,1.93,2.75,9.20
BFP609,Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),bfp_manual,285.31,67.82,9.15,1.95,2.75,9.00
OSR001,Woodapple juice (Bel ka sharbat),open_source_recipes,144.50,34.18,6.51,0.63,0.70,5.75
OSR002,Sattu drink,open_source_recipes,98.99,23.38,5.16,0.56,0.14,3.96
OSR004,Apple and honey sorbet (Seb aur shehad ka sharbat),open_source_recipes,515.02,121.30,30.74,0.15,0.29,29.18
OSR005,Thandai,open_source_recipes,424.55,101.18,9.13,3.59,5.89,8.21
OSR006,Cucumber sharbat (Kheere ka sharbat),open_source_recipes,115.77,27.28,6.64,0.26,0.06,5.46
OSR007,Apple oats chia seed smoothie,open_source_recipes,361.61,85.64,13.07,3.49,2.48,5.76
OSR008,Nannari sharbat,open_source_recipes,378.57,88.79,23.62,0.01,0.01,23.58
OSR009,Semolina milk drink (Thari kanji),open_source_recipes,185.09,44.16,6.93,0.98,1.36,3.88
OSR010,Saffron milk (Kesariya doodh),open_source_recipes,429.93,102.18,12.64,3.17,4.57,12.50
OSR011,Black rice kheer (Chak-hao kheer),open_source_recipes,621.50,147.94,22.93,4.37,4.91,12.57
OSR012,Coconut kheer (Nariyal ki kheer),open_source_recipes,683.01,162.61,14.42,3.40,10.55,13.73
OSR013,Apple sago payasam (Seb aur sabudana ki kheer),open_source_recipes,571.98,136.50,14.40,3.13,7.66,10.63
OSR014,Kesari bath,open_source_recipes,1022.15,244.57,31.38,2.40,12.59,20.16
OSR015,Putharekulu,open_source_recipes,1334.19,318.30,59.61,3.66,7.55,23.86
OSR016,Mango malpua,open_source_recipes,1381.80,334.64,12.84,1.65,30.67,4.96
OSR017,Mango vanilla custard,open_source_recipes,620.73,147.63,18.41,3.43,7.04,14.62
OSR018,Kiwi granola pudding,open_source_recipes,1182.49,280.99,32.33,5.60,15.36,15.08
OSR019,Oats burfi,open_source_recipes,1793.80,425.19,62.47,8.89,17.27,32.93
OSR020,Lotus seed halwa (Kamal gattay ka halwa),open_source_recipes,1542.20,370.55,39.56,7.79,20.69,9.80
OSR021,Amaranth ladoo (Rajgira ladoo),open_source_recipes,1891.64,454.15,51.33,10.12,22.70,19.92
OSR022,Chhena poda,open_source_recipes,1447.91,344.57,33.64,13.68,17.94,30.65
OSR023,Sweet couscous dessert,open_source_recipes,827.12,196.20,29.69,3.81,7.69,15.89
OSR024,Sweetened yogurt (Shrikhand),open_source_recipes,453.48,107.18,16.02,5.27,2.89,15.81
OSR025,Thickened sweetened milk (Rabri),open_source_recipes,431.75,102.79,10.55,3.52,5.35,10.09
OSR026,Gram flour halwa (Besan halwa),open_source_recipes,1156.72,276.79,25.78,5.88,17.30,15.83
OSR027,Prawn sandwich,open_source_recipes,708.60,169.65,11.89,10.36,9.27,1.21
OSR028,Watercress sandwich,open_source_recipes,962.39,229.42,28.03,5.17,11.47,1.81
OSR029,Fish sandwich ,open_source_recipes,627.64,150.20,10.09,4.72,10.37,1.04
OSR030,Kidney bean sandwich with cottage cheese,open_source_recipes,739.56,176.64,18.86,9.85,6.84,3.69
OSR031,Finger millet biscuit (Ragi biscuit),open_source_recipes,1907.85,458.56,52.69,4.03,25.79,16.90
OSR032,Buttermilk biscuit,open_source_recipes,1339.64,322.54,34.93,5.76,17.50,3.44
OSR033,Lemon cookies,open_source_recipes,1643.42,394.48,42.19,5.63,23.02,23.47
OSR034,Sweet potato biscuit (Shakarkand ke biscuit),open_source_recipes,1232.25,296.40,38.13,5.14,13.31,2.53
OSR035,Raspberry shortbread cookies,open_source_recipes,1842.71,441.12,61.25,3.00,21.25,40.86
OSR036,Pumpkin cookies ,open_source_recipes,920.79,218.40,44.69,2.51,3.93,31.62
OSR037,Greenpea cookies,open_source_recipes,666.90,159.42,23.07,6.53,4.24,14.45
OSR038,Sunflower cookies,open_source_recipes,2178.56,520.62,40.06,9.49,36.28,24.28
OSR039,Cardamom cookies (Elaichi cookies),open_source_recipes,1675.99,400.49,53.99,5.10,19.12,38.99
OSR040,Hazelnut cookies,open_source_recipes,2049.20,493.32,39.44,6.25,34.97,22.01
OSR041,Milk cookies,open_source_recipes,1911.43,459.43,48.43,10.49,24.96,22.06
OSR042,Cranberry cookies,open_source_recipes,1138.18,272.48,36.39,3.92,12.66,19.96
OSR043,Olive biscuit,open_source_recipes,1829.90,438.29,55.01,3.20,23.75,32.27
OSR045,Tutti fruitti biscuit,open_source_recipes,1749.34,420.78,53.12,5.21,17.90,15.75
OSR046,Peach blueberry preserves,open_source_recipes,754.71,177.38,45.76,0.53,0.20,45.33
OSR047,Pear preserves (Naashpati ka murabba),open_source_recipes,429.63,101.24,25.67,0.25,0.19,25.19
OSR048,Starfruit preserves ,open_source_recipes,549.14,128.93,33.62,0.24,0.12,33.47
OSR049,Gooseberry pickle (Amla ka achaar),open_source_recipes,1165.95,278.58,7.61,1.55,27.61,0.36
OSR050,Lotus stem pickle (Kamal kakdi ka achar),open_source_recipes,429.02,102.69,20.07,1.44,1.60,2.53
OSR051,Date pickle (Khajoor ka achaar),open_source_recipes,760.31,182.29,34.66,1.68,4.21,30.47
OSR052,Garlic pickle (Lahasun ka achar),open_source_recipes,1705.32,413.62,9.75,3.72,39.88,2.32
OSR053,Fermented bamboo shoot pickle (Mesu pickle),open_source_recipes,250.40,59.83,1.73,1.58,5.59,0.29
OSR054,Sweet peach pickle (Aadoo ka achaar),open_source_recipes,614.94,144.64,37.01,0.46,0.20,36.46
OSR055,Pickled mustard greens ,open_source_recipes,54.90,13.12,1.05,1.51,0.22,0.02
OSR056,Small onion pickle ,open_source_recipes,72.36,16.86,2.76,1.65,0.64,2.99
OSR057,Green tomato pickle (Haray tamatar ka achaar),open_source_recipes,796.26,193.26,2.87,1.23,19.67,0.77
